쉼터명,법정동명,쉼터유형구분,운영시작일자,운영종료일자,시설면적,이용가능인원수,선풍기보유대수,에어컨보유대수,야간연장운영여부,주말운영여부,숙박가능여부,특이사항,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
중흥경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,82,20,2,1,N,Y,N,-,"전라북도 전주시 완산구 새터로 74(서신동,중흥아파트)",전라북도 전주시 완산구 서신동 962-2,전라북도 전주시 완산구청,063-220-5156,35.834684,127.114622,2018-02-20
제일비사벌경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,58,14,2,1,N,Y,N,-,"전라북도 전주시 완산구 당산로 43(서신동,제일비사벌새터마을아파트)",전라북도 전주시 완산구 서신동 764-2,전라북도 전주시 완산구청,063-220-5156,35.832951,127.113125,2018-02-20
e-편한세상경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,92,23,3,1,N,Y,N,-,"전라북도 전주시 완산구 여울로 161(서신동,서신이편한세상)",전라북도 전주시 완산구 서신동 572-0,전라북도 전주시 완산구청,063-220-5156,35.839656,127.106873,2018-02-20
유창경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,72,18,2,2,N,Y,N,-,"전라북도 전주시 완산구 백제대로 379(서신동,유창아파트)",전라북도 전주시 완산구 서신동 995-1,전라북도 전주시 완산구청,063-220-5156,35.826492,127.122128,2018-02-20
우신경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,79,19,1,1,N,Y,N,-,"전라북도 전주시 완산구 잿뜸1길 11(서신동,우신아파트)",전라북도 전주시 완산구 서신동 22-17,전라북도 전주시 완산구청,063-220-5156,35.827164,127.124035,2018-02-20
우성경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,66,16,1,1,N,Y,N,-,"전라북도 전주시 완산구 전룡로 65(서신동,우성아파트)",전라북도 전주시 완산구 서신동 281-6,전라북도 전주시 완산구청,063-220-5156,35.8279048,127.119555,2018-02-20
영창경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,79,19,2,1,N,N,N,-,"전라북도 전주시 완산구 전룡5길 7(서신동,영창아파트)",전라북도 전주시 완산구 서신동 325-1,전라북도 전주시 완산구청,063-220-5156,35.825985,127.120639,2018-02-20
엘지경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,64,16,0,2,N,Y,N,-,"전라북도 전주시 완산구 여울로 109(서신동,엘지아파트)",전라북도 전주시 완산구 서신동 960-1,전라북도 전주시 완산구청,063-220-5156,35.836936,127.113302,2018-02-20
쌍용경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,102,25,2,1,N,Y,N,-,"전라북도 전주시 완산구 당산로 11(서신동,쌍용서신아파트)",전라북도 전주시 완산구 서신동 761-2,전라북도 전주시 완산구청,063-220-5156,35.832598,127.107982,2018-02-20
신일경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,72,18,2,1,N,Y,N,-,"전라북도 전주시 완산구 온고을로 119(서신동,신일아파트)",전라북도 전주시 완산구 서신동 763-1,전라북도 전주시 완산구청,063-220-5156,35.832935,127.1106964,2018-02-20
성원경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,95,23,2,1,N,N,N,-,"전라북도 전주시 완산구 서신천변11길 22-1(서신동,성원아파트)",전라북도 전주시 완산구 서신동 762-2,전라북도 전주시 완산구청,063-220-5156,35.830204,127.112181,2018-02-20
서신경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,115,28,2,2,N,Y,N,-,전라북도 전주시 완산구 전룡로 81(서신동),전라북도 전주시 완산구 서신동 281-45,전라북도 전주시 완산구청,063-220-5156,35.828397,127.121387,2018-02-20
마전경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,131,32,0,1,N,Y,N,-,전라북도 전주시 완산구 전룡1길 10-4(서신동),전라북도 전주시 완산구 서신동 859-2,전라북도 전주시 완산구청,063-220-5156,35.826037,127.116577,2018-02-20
롯데경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,111,27,2,2,N,Y,N,-,"전라북도 전주시 완산구 전룡로 128-5(서신동,롯데아파트)",전라북도 전주시 완산구 서신동 5-10,전라북도 전주시 완산구청,063-220-5156,35.8283017,127.126928,2018-02-20
동아한일경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,162,40,3,1,N,Y,N,-,"전라북도 전주시 완산구 새터로 95(서신동,동아한일아파트)",전라북도 전주시 완산구 서신동 961-0,전라북도 전주시 완산구청,063-220-5156,35.836284,127.117747,2018-02-20
동아2차경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,57,14,1,2,N,Y,N,-,"전라북도 전주시 완산구 새터로 63(서신동,동아2차아파트)",전라북도 전주시 완산구 서신동 960-5,전라북도 전주시 완산구청,063-220-5156,35.835982,127.113401,2018-02-20
동아경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,136,34,3,2,N,Y,N,-,"전라북도 전주시 완산구 당산로 101(서신동,서신동아파트)",전라북도 전주시 완산구 서신동 765-1,전라북도 전주시 완산구청,063-220-5156,35.832882,127.1178789,2018-02-20
대우대창경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,105,26,0,1,N,Y,N,-,"전라북도 전주시 완산구 새터로 100(서신동,대우대창아파트)",전라북도 전주시 완산구 서신동 965-3,전라북도 전주시 완산구청,063-220-5156,35.8348645,127.118058,2018-02-20
대우경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,79,19,3,1,N,Y,N,-,"전라북도 전주시 완산구 여울로 79(서신동,대우아파트)",전라북도 전주시 완산구 서신동 960-2,전라북도 전주시 완산구청,063-220-5156,35.8371213,127.114895,2018-02-20
대창하이빌경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,115,16,1,1,N,Y,N,-,전라북도 전주시 덕진구 반월4길 15 (반월동),전라북도 전주시 덕진구 반월동 422-1,전라북도 전주시 덕진구청,063-270-6341,35.875175,127.071071,2018-02-20
도도경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,87,10,1,1,N,Y,N,-,전라북도 전주시 덕진구 도도길 3 (도도동),전라북도 전주시 덕진구 도도동 80-3,전라북도 전주시 덕진구청,063-270-6341,35.884357,127.017537,2018-02-20
남정동경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,74,20,1,1,N,Y,N,-,전라북도 전주시 덕진구 남정신기길 84 (남정동),전라북도 전주시 덕진구 남정동 619-10,전라북도 전주시 덕진구청,063-270-6341,35.868414,127.017623,2018-02-20
원반월경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,99,15,1,1,N,Y,N,-,전라북도 전주시 덕진구 원반월안길 6 (반월동),전라북도 전주시 덕진구 반월동 853-2,전라북도 전주시 덕진구청,063-270-6341,35.873005,127.060887,2018-02-20
삼오경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,80,13,4,1,N,Y,N,-,전라북도 전주시 덕진구 반월5길 8 (반월동),전라북도 전주시 덕진구 반월동 374-4,전라북도 전주시 덕진구청,063-270-6341,35.872913,127.068761,2018-02-20
실리경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,96,25,2,1,N,Y,N,-,전라북도 전주시 덕진구 작은여실2길 29 (반월동),전라북도 전주시 덕진구 반월동 343-2,전라북도 전주시 덕진구청,063-270-6341,35.829393,127.134326,2018-02-20
청복경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,92,8,1,1,N,Y,N,-,전라북도 전주시 덕진구 청복안길 30 (원동),전라북도 전주시 덕진구 원동 201-20,전라북도 전주시 덕진구청,063-270-6341,35.868385,127.037522,2018-02-20
흥덕경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,124,10,2,1,N,Y,N,-,전라북도 전주시 덕진구 동계1길 6 (강흥동),전라북도 전주시 덕진구 강흥동 124-4,전라북도 전주시 덕진구청,063-270-6341,35.892379,127.017693,2018-02-20
청아경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,88,15,3,1,N,Y,N,-,전라북도 전주시 덕진구 고잔2길 29 (도덕동),전라북도 전주시 덕진구 도덕동 215-2,전라북도 전주시 덕진구청,063-270-6341,35.8922341,127.024695,2018-02-20
중앙경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,122,8,4,1,N,Y,N,-,전라북도 전주시 덕진구 쪽구름2길 17-5 (반월동),전라북도 전주시 덕진구 반월동 234-12,전라북도 전주시 덕진구청,063-270-6341,35.874614,127.075419,2018-02-20
한강경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,28,10,1,1,N,Y,N,-,전라북도 전주시 덕진구 쪽구름로 127 (반월동),전라북도 전주시 덕진구 반월동 386-7,전라북도 전주시 덕진구청,063-270-6341,35.873744,127.071343,2018-02-20
남양경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,86,8,2,1,N,Y,N,-,전라북도 전주시 덕진구 쪽구름로 123-12 (반월동),전라북도 전주시 덕진구 반월동 382-0,전라북도 전주시 덕진구청,063-270-6341,35.873381,127.071037,2018-02-20
원동부녀경로당,전라북도 전주시 덕진구 조촌동,노인시설,2017-05-30,2017-09-30,85,19,2,1,N,Y,N,-,전라북도 전주시 덕진구 원동마을길 48 (원동),전라북도 전주시 덕진구 원동 292-2,전라북도 전주시 덕진구청,063-270-6341,35.858213,127.034589,2018-02-20
조촌동주민자치센터,전라북도 전주시 덕진구 조촌동,복지회관,2017-05-30,2017-09-30,1217,150,10,1,N,N,N,-,전라북도 전주시 덕진구 쪽구름로 150,전라북도 전주시 덕진구 반월동 394-0,전라북도 전주시 덕진구청,063-270-6341,35.8745198,127.068789,2018-02-20
비사벌경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,90,22,2,2,N,Y,N,-,전라북도 전주시 덕진구 송천3길 24,전라북도 전주시 덕진구 송천동1가 464-3,전라북도 전주시 덕진구청,063-270-6341,35.860653,127.118684,2018-02-20
한양여자경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,131,32,2,1,N,Y,N,-,전라북도 전주시 덕진구 가리내로 550,전라북도 전주시 덕진구 송천동1가 605-4,전라북도 전주시 덕진구청,063-270-6341,35.860753,127.112693,2018-02-20
한양경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,131,32,1,1,N,Y,N,-,전라북도 전주시 덕진구 가리내로 550,전라북도 전주시 덕진구 송천동1가 605-4,전라북도 전주시 덕진구청,063-270-6341,35.860753,127.112693,2018-02-20
용소제일경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,82,20,2,1,N,Y,N,-,전라북도 전주시 덕진구 송천3길 50,전라북도 전주시 덕진구 송천동1가 626-3,전라북도 전주시 덕진구청,063-270-6341,35.860296,127.115511,2018-02-20
용소경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,32,7,2,1,N,Y,N,-,전라북도 전주시 덕진구 송천3길 6-14,전라북도 전주시 덕진구 송천동1가 459-0,전라북도 전주시 덕진구청,063-270-6341,35.861678,127.119559,2018-02-20
솔내동아경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,296,74,3,1,Y,Y,N,-,전라북도 전주시 덕진구 와룡2길 7,전라북도 전주시 덕진구 송천동2가 561-24,전라북도 전주시 덕진구청,063-270-6341,35.865927,127.113887,2018-02-20
삼성경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,53,13,2,2,Y,Y,N,-,전라북도 전주시 덕진구 송천로 109,전라북도 전주시 덕진구 송천동1가 596-10,전라북도 전주시 덕진구청,063-270-6341,35.862111,127.115933,2018-02-20
롯데여자경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,33,8,2,1,N,Y,N,-,전라북도 전주시 덕진구 와룡2길 14,전라북도 전주시 덕진구 송천동2가 561-1,전라북도 전주시 덕진구청,063-270-6341,35.8671026,127.112622,2018-02-20
거성프라자경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,74,18,1,1,N,Y,N,-,전라북도 전주시 덕진구 팽나무4길 7,전라북도 전주시 덕진구 인후동1가 782-0,전라북도 전주시 덕진구청,063-270-6341,35.835832,127.1551374,2018-02-20
궁전경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,44,11,1,1,N,Y,N,-,전라북도 전주시 덕진구 팽나무1길 19,전라북도 전주시 덕진구 인후동1가 594-1,전라북도 전주시 덕진구청,063-270-6341,35.834964,127.150848,2018-02-20
휴먼시아경로당,전라북도 전주시 덕진구 인후1동,노인시설,2017-05-30,2017-09-30,96,24,2,1,N,Y,N,-,전라북도 전주시 덕진구 팽나무2길 7,전라북도 전주시 덕진구 인후동1가 1035-0,전라북도 전주시 덕진구청,063-270-6341,35.835431,127.152025,2018-02-20
인후문화의집,전라북도 전주시 덕진구 인후1동,기타,2017-05-30,2017-09-30,389,97,4,2,N,Y,N,-,전라북도 전주시 덕진구 견훤로 290,전라북도 전주시 덕진구 인후동1가 766-9,전라북도 전주시 덕진구청,063-270-6341,35.837402,127.156675,2018-02-20
인후1동주민자치센터,전라북도 전주시 덕진구 인후1동,주민센터,2017-05-30,2017-09-30,410,102,7,1,N,N,N,-,전라북도 전주시 덕진구 견훤로 290,전라북도 전주시 덕진구 인후동1가 766-9,전라북도 전주시 덕진구청,063-270-6341,35.837402,127.156675,2018-02-20
푸른경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,78,43,2,1,Y,Y,N,-,전라북도 전주시 덕진구 반촌1길 15,전라북도 전주시 덕진구 진북동 326-3,전라북도 전주시 덕진구청,063-270-6341,35.8307729,127.143121,2018-02-20
진북여자경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,99,35,1,1,Y,Y,N,-,전라북도 전주시 덕진구 도토리골2길 8,전라북도 전주시 덕진구 진북동 929-0,전라북도 전주시 덕진구청,063-270-6341,35.820548,127.133935,2018-02-20
진북남자경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,99,22,1,1,Y,Y,N,-,전라북도 전주시 덕진구 도토리골2길 8,전라북도 전주시 덕진구 진북동 929-0,전라북도 전주시 덕진구청,063-270-6341,35.820548,127.133935,2018-02-20
우성여자경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,110,64,2,1,Y,Y,N,-,전라북도 전주시 덕진구 태진로 101,전라북도 전주시 덕진구 진북동 416-0,전라북도 전주시 덕진구청,063-270-6341,35.8308486,127.134011,2018-02-20
우성남자경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,110,60,3,1,Y,Y,N,-,전라북도 전주시 덕진구 태진로 101,전라북도 전주시 덕진구 진북동 416-0,전라북도 전주시 덕진구청,063-270-6341,35.8308486,127.134011,2018-02-20
어은여자경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,193,44,2,1,Y,Y,N,-,전라북도 전주시 덕진구 전주천서로 355-6,전라북도 전주시 덕진구 진북동 975-15,전라북도 전주시 덕진구청,063-270-6341,35.823961,127.131076,2018-02-20
새동네경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,95,34,3,1,Y,Y,N,-,전라북도 전주시 덕진구 어은골1길 16-4,전라북도 전주시 덕진구 진북동 992-55,전라북도 전주시 덕진구청,063-270-6341,35.825302,127.129589,2018-02-20
비산여자경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,77,25,2,1,Y,Y,N,-,전라북도 전주시 덕진구 팔달로 339-42,전라북도 전주시 덕진구 진북동 390-12,전라북도 전주시 덕진구청,063-270-6341,35.831799,127.1368039,2018-02-20
비산남자경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,53,35,2,1,Y,Y,N,-,전라북도 전주시 덕진구 팔달로 339-42,전라북도 전주시 덕진구 진북동 390-12,전라북도 전주시 덕진구청,063-270-6341,35.831799,127.1368039,2018-02-20
무궁화여자경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,59,20,2,1,Y,Y,N,-,전라북도 전주시 덕진구 벚꽃2길 6,전라북도 전주시 덕진구 진북동 1031-5,전라북도 전주시 덕진구청,063-270-6341,35.827921,127.132704,2018-02-20
무궁화남자경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,55,30,3,1,Y,Y,N,-,전라북도 전주시 덕진구 벚꽃2길 6,전라북도 전주시 덕진구 진북동 1031-5,전라북도 전주시 덕진구청,063-270-6341,35.827921,127.132704,2018-02-20
동국해성여자경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,85,30,2,2,Y,Y,N,-,전라북도 전주시 덕진구 진북로 15,전라북도 전주시 덕진구 진북동 1034-1,전라북도 전주시 덕진구청,063-270-6341,35.826583,127.1334449,2018-02-20
동국해성남자경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,59,81,2,1,Y,Y,N,-,전라북도 전주시 덕진구 진북로 15,전라북도 전주시 덕진구 진북동 1034-1,전라북도 전주시 덕진구청,063-270-6341,35.826583,127.1334449,2018-02-20
건산천경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,51,45,1,1,Y,Y,N,-,전라북도 전주시 덕진구 건산1길 21-3,전라북도 전주시 덕진구 진북동 339-6,전라북도 전주시 덕진구청,063-270-6341,35.831867,127.142578,2018-02-20
거성고속2차아파트경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,48,87,1,1,Y,Y,N,-,전라북도 전주시 덕진구 숲정이5길 77,전라북도 전주시 덕진구 진북동 1166-1,전라북도 전주시 덕진구청,063-270-6341,35.833429,127.127895,2018-02-20
거성고속1차아파트경로당,전라북도 전주시 덕진구 진북동,노인시설,2017-05-30,2017-09-30,21,47,2,2,Y,Y,N,-,전라북도 전주시 덕진구 전주천동로 453,전라북도 전주시 덕진구 진북동 1168-2,전라북도 전주시 덕진구청,063-270-6341,35.833458,127.126877,2018-02-20
진북동주민자치센터,전라북도 전주시 덕진구 진북동,복지회관,2017-05-30,2017-09-30,484,121,5,2,Y,Y,N,-,전라북도 전주시 덕진구 벚꽃1길 8,전라북도 전주시 덕진구 진북동 1042-4,전라북도 전주시 덕진구청,063-270-6341,35.827867,127.131443,2018-02-20
남양대명경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,110,27,1,1,N,Y,N,-,"전라북도 전주시 완산구 당산로 55(서신동,남양대명아파트)",전라북도 전주시 완산구 서신동 764-1,전라북도 전주시 완산구청,063-220-5156,35.832946,127.1148526,2018-02-20
그린공원경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,99,24,3,1,N,Y,N,-,전라북도 전주시 완산구 당산로 56(서신동),전라북도 전주시 완산구 서신동 795-0,전라북도 전주시 완산구청,063-220-5156,35.831565,127.114557,2018-02-20
광진장미경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,73,18,2,1,N,Y,N,-,"전라북도 전주시 완산구 새터로 60(서신동,광진장미아파트)",전라북도 전주시 완산구 서신동 962-1,전라북도 전주시 완산구청,063-220-5156,35.834825,127.113026,2018-02-20
광진선수촌경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,60,15,2,1,N,Y,N,-,"전라북도 전주시 완산구 서신로 102(서신동,광진선수촌아파트)",전라북도 전주시 완산구 서신동 965-2,전라북도 전주시 완산구청,063-220-5156,35.834738,127.117034,2018-02-20
광진경로당,전라북도 전주시 완산구 서신동,노인시설,2017-05-30,2017-09-30,102,25,4,2,N,Y,N,-,"전라북도 전주시 완산구 온고을로 121(서신동,광진아파트)",전라북도 전주시 완산구 서신동 761-1,전라북도 전주시 완산구청,063-220-5156,35.8336988,127.108181,2018-02-20
흑석경로당,전라북도 전주시 완산구 서서학동,노인시설,2017-05-30,2017-09-30,72,35,2,1,N,N,N,-,전라북도 전주시 완산구 흑석로 73,전라북도 전주시 완산구 서서학동 986-11,전라북도 전주시 완산구청,063-220-5156,35.797614,127.149772,2018-02-20
예그린경로당,전라북도 전주시 완산구 서서학동,노인시설,2017-05-30,2017-09-30,33,25,3,1,N,N,N,-,전라북도 전주시 완산구 팔달로 11,전라북도 전주시 완산구 서서학동 112-3,전라북도 전주시 완산구청,063-220-5156,35.804558,127.147695,2018-02-20
영창맨션경로당,전라북도 전주시 완산구 서서학동,노인시설,2017-05-30,2017-09-30,33,25,1,1,N,N,N,-,전라북도 전주시 완산구 장승배기8길 13,전라북도 전주시 완산구 서서학동 369-9,전라북도 전주시 완산구청,063-220-5156,35.802963,127.1464705,2018-02-20
영창경로당,전라북도 전주시 완산구 서서학동,노인시설,2017-05-30,2017-09-30,39,29,3,1,N,N,N,-,전라북도 전주시 완산구 장승배기8길 17,전라북도 전주시 완산구 서서학동 369-9,전라북도 전주시 완산구청,063-220-5156,35.803474,127.146103,2018-02-20
삼우경로당,전라북도 전주시 완산구 서서학동,노인시설,2017-05-30,2017-09-30,33,20,2,1,N,N,N,-,전라북도 전주시 완산구 장승배기4길 8,전라북도 전주시 완산구 서서학동 372-50,전라북도 전주시 완산구청,063-220-5156,35.800559,127.144242,2018-02-20
삼성맨션경로당,전라북도 전주시 완산구 서서학동,노인시설,2017-05-30,2017-09-30,29,20,1,1,N,N,N,-,전라북도 전주시 완산구 장승배기7길 18,전라북도 전주시 완산구 서서학동 21-1,전라북도 전주시 완산구청,063-220-5156,35.802765,127.145247,2018-02-20
서서학동 주민센터,전라북도 전주시 완산구 서서학동,주민센터,2017-05-30,2017-09-30,343,25,4,2,N,N,N,-,전라북도 전주시 완산구 공수내로 24,전라북도 전주시 완산구 서서학동 23-8,전라북도 전주시 완산구청,063-220-5156,35.805728,127.1487117,2018-02-20
원중인경로당,전라북도 전주시 완산구 삼천3동,노인시설,2017-05-30,2017-09-30,98,30,1,1,N,Y,N,-,전라북도 전주시 완산구 중인1길 138-28,전라북도 전주시 완산구 중인동 763-3,전라북도 전주시 완산구청,063-220-5156,35.766883,127.091088,2018-02-20
월선경로당,전라북도 전주시 완산구 삼천3동,노인시설,2017-05-30,2017-09-30,106,30,1,1,N,Y,N,-,전라북도 전주시 완산구 월선길 11,전라북도 전주시 완산구 삼천동3가 495-11,전라북도 전주시 완산구청,063-220-5156,35.795605,127.081247,2018-02-20
우목경로당,전라북도 전주시 완산구 삼천3동,노인시설,2017-05-30,2017-09-30,97,30,1,1,N,Y,N,-,전라북도 전주시 완산구 우목길 77,전라북도 전주시 완산구 삼천동2가 685-0,전라북도 전주시 완산구청,063-220-5156,35.778681,127.093487,2018-02-20
호동경로당,전라북도 전주시 완산구 삼천3동,노인시설,2017-05-30,2017-09-30,99,30,1,1,N,Y,N,-,전라북도 전주시 완산구 호동길 59,전라북도 전주시 완산구 삼천동3가 585-5,전라북도 전주시 완산구청,063-220-5156,35.789638,127.081194,2018-02-20
용산경로당,전라북도 전주시 완산구 삼천3동,노인시설,2017-05-30,2017-09-30,93,35,1,1,N,Y,N,-,전라북도 전주시 완산구 용산마을길 42,전라북도 전주시 완산구 삼천동2가 119-1,전라북도 전주시 완산구청,063-220-5156,35.793394,127.102291,2018-02-20
삼천3동 주민센터,전라북도 전주시 완산구 삼천3동,주민센터,2017-05-30,2017-09-30,234,30,1,1,N,N,N,-,전라북도 전주시 완산구 삼천천변2길 37,전라북도 전주시 완산구 삼천동1가 287-21,전라북도 전주시 완산구청,063-220-5156,35.796845,127.114289,2018-02-20
황소경로당,전라북도 전주시 완산구 삼천3동,노인시설,2017-05-30,2017-09-30,136,30,1,1,N,Y,N,-,전라북도 전주시 완산구 우림로 798-8,전라북도 전주시 완산구 중인동 1497-1,전라북도 전주시 완산구청,063-220-5156,35.769512,127.082421,2018-02-20
하봉경로당,전라북도 전주시 완산구 삼천3동,노인시설,2017-05-30,2017-09-30,62,30,1,1,N,Y,N,-,전라북도 전주시 완산구 중인3길 34-12,전라북도 전주시 완산구 중인동 863-0,전라북도 전주시 완산구청,063-220-5156,35.764748,127.093601,2018-02-20
안산경로당,전라북도 전주시 완산구 삼천3동,노인시설,2017-05-30,2017-09-30,110,30,1,1,N,Y,N,-,전라북도 전주시 완산구 삼산길 42-4,전라북도 전주시 완산구 삼천동3가 407-11,전라북도 전주시 완산구청,063-220-5156,35.800484,127.079277,2018-02-20
중인경로당,전라북도 전주시 완산구 삼천3동,노인시설,2017-05-30,2017-09-30,77,30,1,1,N,Y,N,-,전라북도 전주시 완산구 중인2길 4,전라북도 전주시 완산구 중인동 883-4,전라북도 전주시 완산구청,063-220-5156,35.765263,127.092633,2018-02-20
라이프경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,125,31,2,1,N,Y,N,-,전라북도 전주시 덕진구 송천2길 25,전라북도 전주시 덕진구 송천동1가 417-0,전라북도 전주시 덕진구청,063-270-6341,35.859049,127.118746,2018-02-20
덕진구청,전라북도 전주시 덕진구 진북동,기타,2017-05-30,2017-09-30,12558,50,1,1,Y,Y,N,-,전라북도 전주시 덕진구 벚꽃로 55,전라북도 전주시 덕진구 진북동 416-12,전라북도 전주시 덕진구청,063-270-6341,35.829347,127.134326,2018-02-20
대명궁궐경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,73,18,1,1,N,Y,N,-,전라북도 전주시 덕진구 시천로 43,전라북도 전주시 덕진구 송천동2가 530-3,전라북도 전주시 덕진구청,063-270-6341,35.862863,127.113943,2018-02-20
송천2동주민자치센터,전라북도 전주시 덕진구 송천2동,주민센터,2017-05-30,2017-09-30,1486,371,6,4,N,N,N,-,전라북도 전주시 덕진구 두간9길 6,전라북도 전주시 덕진구 송천동1가 829-1,전라북도 전주시 덕진구청,063-270-6341,35.8648951,127.115593,2018-02-20
진조경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,58,14,1,1,Y,Y,N,-,전라북도 전주시 덕진구 진조리길 81,전라북도 전주시 덕진구 전미동1가 785-1,전라북도 전주시 덕진구청,063-270-6341,35.896014,127.117916,2018-02-20
주정경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,84,21,3,1,N,Y,N,-,전라북도 전주시 덕진구 주정리길 22,전라북도 전주시 덕진구 전미동2가 799-0,전라북도 전주시 덕진구청,063-270-6341,35.887751,127.103543,2018-02-20
진기경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,82,20,3,1,N,Y,N,-,전라북도 전주시 덕진구 진기길 47,전라북도 전주시 덕진구 전미동2가 1277-2,전라북도 전주시 덕진구청,063-270-6341,35.889308,127.094742,2018-02-20
은평경로당,전라북도 전주시 덕진구 송천2동,노인시설,2017-05-30,2017-09-30,87,21,3,1,N,Y,N,-,전라북도 전주시 덕진구 은평길 31,전라북도 전주시 덕진구 전미동1가 856-1,전라북도 전주시 덕진구청,063-270-6341,35.898203,127.122599,2018-02-20
